#Time       P(R1)      P(R2)      P(R3)     
 0.04098    135.88E-06    190.07E-06    88.794E-09   
 0.04099    135.41E-06    190.16E-06    77.478E-09   
 0.041      134.95E-06    190.25E-06    66.93E-09    
 0.04101    134.48E-06    190.34E-06    57.152E-09   
 0.04102    134.02E-06    190.43E-06    48.143E-09   
 0.04103    133.55E-06    190.52E-06    39.905E-09   
 0.04104    133.08E-06    190.6E-06     32.438E-09   
 0.04105    132.62E-06    190.69E-06    25.742E-09   
 0.04106    132.15E-06    190.77E-06    19.818E-09   
 0.04107    131.68E-06    190.85E-06    14.667E-09   
 0.04108    131.22E-06    190.93E-06    10.288E-09   
 0.04109    130.75E-06    191.01E-06    6.6834E-09   
 0.0411     130.28E-06    191.09E-06    3.8526E-09   
 0.04111    129.81E-06    191.17E-06    1.7963E-09   
 0.04112    129.34E-06    191.24E-06    514.9E-12    
 0.04113    128.88E-06    191.31E-06    8.9817E-12   
 0.04114    128.41E-06    191.39E-06    278.93E-12   
 0.04115    127.94E-06    191.46E-06    1.3252E-09   
 0.04116    127.47E-06    191.52E-06    3.1482E-09   
 0.04117    127.E-06      191.59E-06    5.7483E-09   
 0.04118    126.53E-06    191.66E-06    9.126E-09    
 0.04119    126.06E-06    191.72E-06    13.282E-09   
 0.0412     125.59E-06    191.79E-06    18.216E-09   
 0.04121    125.12E-06    191.85E-06    23.928E-09   
 0.04122    124.65E-06    191.91E-06    30.42E-09    
 0.04123    124.18E-06    191.97E-06    37.691E-09   
 0.04124    123.71E-06    192.03E-06    45.742E-09   
 0.04125    123.24E-06    192.08E-06    54.572E-09   
 0.04126    122.77E-06    192.14E-06    64.184E-09   
 0.04127    122.3E-06     192.19E-06    74.575E-09   
 0.04128    121.83E-06    192.25E-06    85.748E-09   
 0.04129    121.35E-06    192.3E-06     97.702E-09   
 0.0413     120.88E-06    192.35E-06    110.44E-09   
 0.04131    120.41E-06    192.39E-06    123.95E-09   
 0.04132    119.94E-06    192.44E-06    138.25E-09   
 0.04133    119.47E-06    192.49E-06    153.34E-09   
 0.04134    119.E-06      192.53E-06    169.2E-09    
 0.04135    118.53E-06    192.57E-06    185.85E-09   
 0.04136    118.05E-06    192.61E-06    203.27E-09   
 0.04137    117.58E-06    192.65E-06    221.49E-09   
 0.04138    117.11E-06    192.69E-06    240.48E-09   
 0.04139    116.64E-06    192.73E-06    260.26E-09   
 0.0414     116.17E-06    192.76E-06    280.82E-09   
 0.04141    115.7E-06     192.8E-06     302.17E-09   
 0.04142    115.22E-06    192.83E-06    324.3E-09    
 0.04143    114.75E-06    192.86E-06    347.21E-09   
 0.04144    114.28E-06    192.89E-06    370.91E-09   
 0.04145    113.81E-06    192.92E-06    395.39E-09   
 0.04146    113.34E-06    192.95E-06    420.66E-09   
 0.04147    112.86E-06    192.97E-06    446.71E-09   
 0.04148    112.39E-06    193.E-06      473.54E-09   
 0.04149    111.92E-06    193.02E-06    501.16E-09   
 0.0415     111.45E-06    193.04E-06    529.57E-09   
 0.04151    110.98E-06    193.06E-06    558.75E-09   
 0.04152    110.51E-06    193.08E-06    588.72E-09   
 0.04153    110.04E-06    193.1E-06     619.48E-09   
 0.04154    109.56E-06    193.11E-06    651.02E-09   
 0.04155    109.09E-06    193.13E-06    683.35E-09   
 0.04156    108.62E-06    193.14E-06    716.46E-09   
 0.04157    108.15E-06    193.15E-06    750.35E-09   
 0.04158    107.68E-06    193.16E-06    785.03E-09   
 0.04159    107.21E-06    193.17E-06    820.49E-09   
 0.0416     106.74E-06    193.18E-06    856.74E-09   
 0.04161    106.27E-06    193.18E-06    893.77E-09   
 0.04162    105.8E-06     193.18E-06    931.58E-09   
 0.04163    105.33E-06    193.19E-06    970.18E-09   
 0.04164    104.86E-06    193.19E-06    1.0096E-06   
 0.04165    104.39E-06    193.19E-06    1.0497E-06   
 0.04166    103.92E-06    193.19E-06    1.0907E-06   
 0.04167    103.45E-06    193.18E-06    1.1324E-06   
 0.04168    102.98E-06    193.18E-06    1.1749E-06   
 0.04169    102.51E-06    193.17E-06    1.2182E-06   
 0.0417     102.04E-06    193.17E-06    1.2623E-06   
 0.04171    101.57E-06    193.16E-06    1.3072E-06   
 0.04172    101.11E-06    193.15E-06    1.3528E-06   
 0.04173    100.64E-06    193.14E-06    1.3992E-06   
 0.04174    100.17E-06    193.12E-06    1.4464E-06   
 0.04175    99.702E-06    193.11E-06    1.4944E-06   
 0.04176    99.235E-06    193.09E-06    1.5432E-06   
 0.04177    98.768E-06    193.08E-06    1.5928E-06   
 0.04178    98.301E-06    193.06E-06    1.6431E-06   
 0.04179    97.835E-06    193.04E-06    1.6942E-06   
 0.0418     97.369E-06    193.02E-06    1.7461E-06   
 0.04181    96.903E-06    192.99E-06    1.7988E-06   
 0.04182    96.437E-06    192.97E-06    1.8522E-06   
 0.04183    95.972E-06    192.94E-06    1.9065E-06   
 0.04184    95.507E-06    192.92E-06    1.9615E-06   
 0.04185    95.042E-06    192.89E-06    2.0173E-06   
 0.04186    94.578E-06    192.86E-06    2.0738E-06   
 0.04187    94.114E-06    192.83E-06    2.1312E-06   
 0.04188    93.65E-06     192.79E-06    2.1893E-06   
 0.04189    93.187E-06    192.76E-06    2.2482E-06   
 0.0419     92.724E-06    192.72E-06    2.3079E-06   
 0.04191    92.261E-06    192.68E-06    2.3683E-06   
 0.04192    91.799E-06    192.65E-06    2.4296E-06   
 0.04193    91.337E-06    192.61E-06    2.4916E-06   
 0.04194    90.876E-06    192.56E-06    2.5543E-06   
 0.04195    90.415E-06    192.52E-06    2.6179E-06   
 0.04196    89.954E-06    192.48E-06    2.6822E-06   
 0.04197    89.494E-06    192.43E-06    2.7473E-06   
 0.04198    89.034E-06    192.38E-06    2.8132E-06   
 0.04199    88.575E-06    192.33E-06    2.8798E-06   
 0.042      88.116E-06    192.28E-06    2.9472E-06   
 0.04201    87.658E-06    192.23E-06    3.0154E-06   
 0.04202    87.2E-06      192.18E-06    3.0844E-06   
 0.04203    86.742E-06    192.13E-06    3.1541E-06   
 0.04204    86.285E-06    192.07E-06    3.2246E-06   
 0.04205    85.829E-06    192.01E-06    3.2958E-06   
 0.04206    85.373E-06    191.95E-06    3.3679E-06   
 0.04207    84.917E-06    191.89E-06    3.4407E-06   
 0.04208    84.462E-06    191.83E-06    3.5142E-06   
 0.04209    84.008E-06    191.77E-06    3.5886E-06   
 0.0421     83.553E-06    191.71E-06    3.6636E-06   
 0.04211    83.1E-06      191.64E-06    3.7395E-06   
 0.04212    82.647E-06    191.57E-06    3.8161E-06   
 0.04213    82.195E-06    191.5E-06     3.8935E-06   
 0.04214    81.743E-06    191.43E-06    3.9717E-06   
 0.04215    81.291E-06    191.36E-06    4.0506E-06   
 0.04216    80.84E-06     191.29E-06    4.1302E-06   
 0.04217    80.39E-06     191.22E-06    4.2107E-06   
 0.04218    79.941E-06    191.14E-06    4.2919E-06   
 0.04219    79.492E-06    191.06E-06    4.3738E-06   
 0.0422     79.043E-06    190.98E-06    4.4565E-06   
 0.04221    78.595E-06    190.9E-06     4.54E-06     
 0.04222    78.148E-06    190.82E-06    4.6242E-06   
 0.04223    77.701E-06    190.74E-06    4.7092E-06   
 0.04224    77.255E-06    190.66E-06    4.7949E-06   
 0.04225    76.81E-06     190.57E-06    4.8814E-06   
 0.04226    76.365E-06    190.48E-06    4.9687E-06   
 0.04227    75.921E-06    190.4E-06     5.0567E-06   
 0.04228    75.478E-06    190.31E-06    5.1454E-06   
 0.04229    75.035E-06    190.21E-06    5.2349E-06   
 0.0423     74.593E-06    190.12E-06    5.3251E-06   
 0.04231    74.151E-06    190.03E-06    5.4161E-06   
 0.04232    73.71E-06     189.93E-06    5.5079E-06   
 0.04233    73.27E-06     189.84E-06    5.6004E-06   
 0.04234    72.831E-06    189.74E-06    5.6936E-06   
 0.04235    72.392E-06    189.64E-06    5.7876E-06   
 0.04236    71.954E-06    189.54E-06    5.8823E-06   
 0.04237    71.517E-06    189.43E-06    5.9778E-06   
 0.04238    71.08E-06     189.33E-06    6.074E-06    
 0.04239    70.644E-06    189.23E-06    6.1709E-06   
 0.0424     70.209E-06    189.12E-06    6.2686E-06   
 0.04241    69.775E-06    189.01E-06    6.3671E-06   
 0.04242    69.341E-06    188.9E-06     6.4662E-06   
 0.04243    68.908E-06    188.79E-06    6.5661E-06   
 0.04244    68.476E-06    188.68E-06    6.6668E-06   
 0.04245    68.045E-06    188.57E-06    6.7682E-06   
 0.04246    67.614E-06    188.45E-06    6.8703E-06   
 0.04247    67.185E-06    188.33E-06    6.9731E-06   
 0.04248    66.756E-06    188.22E-06    7.0767E-06   
 0.04249    66.328E-06    188.1E-06     7.181E-06    
 0.0425     65.9E-06      187.98E-06    7.286E-06    
 0.04251    65.474E-06    187.86E-06    7.3918E-06   
 0.04252    65.048E-06    187.73E-06    7.4983E-06   
 0.04253    64.623E-06    187.61E-06    7.6055E-06   
 0.04254    64.199E-06    187.48E-06    7.7134E-06   
 0.04255    63.776E-06    187.36E-06    7.8221E-06   
 0.04256    63.354E-06    187.23E-06    7.9315E-06   
 0.04257    62.932E-06    187.1E-06     8.0416E-06   
 0.04258    62.512E-06    186.97E-06    8.1524E-06   
 0.04259    62.092E-06    186.83E-06    8.264E-06    
 0.0426     61.673E-06    186.7E-06     8.3763E-06   
 0.04261    61.255E-06    186.56E-06    8.4893E-06   
 0.04262    60.838E-06    186.43E-06    8.603E-06    
 0.04263    60.422E-06    186.29E-06    8.7174E-06   
 0.04264    60.007E-06    186.15E-06    8.8325E-06   
 0.04265    59.592E-06    186.01E-06    8.9483E-06   
 0.04266    59.179E-06    185.87E-06    9.0649E-06   
 0.04267    58.766E-06    185.72E-06    9.1821E-06   
 0.04268    58.355E-06    185.58E-06    9.3001E-06   
 0.04269    57.944E-06    185.43E-06    9.4188E-06   
 0.0427     57.535E-06    185.28E-06    9.5382E-06   
 0.04271    57.126E-06    185.14E-06    9.6582E-06   
 0.04272    56.718E-06    184.98E-06    9.779E-06    
 0.04273    56.311E-06    184.83E-06    9.9005E-06   
 0.04274    55.906E-06    184.68E-06    10.023E-06   
 0.04275    55.501E-06    184.53E-06    10.146E-06   
 0.04276    55.097E-06    184.37E-06    10.269E-06   
 0.04277    54.694E-06    184.21E-06    10.393E-06   
 0.04278    54.292E-06    184.06E-06    10.518E-06   
 0.04279    53.892E-06    183.9E-06     10.644E-06   
 0.0428     53.492E-06    183.74E-06    10.77E-06    
 0.04281    53.093E-06    183.57E-06    10.897E-06   
 0.04282    52.695E-06    183.41E-06    11.025E-06   
 0.04283    52.299E-06    183.25E-06    11.154E-06   
 0.04284    51.903E-06    183.08E-06    11.283E-06   
 0.04285    51.509E-06    182.91E-06    11.412E-06   
 0.04286    51.115E-06    182.74E-06    11.543E-06   
 0.04287    50.723E-06    182.57E-06    11.674E-06   
 0.04288    50.331E-06    182.4E-06     11.806E-06   
 0.04289    49.941E-06    182.23E-06    11.938E-06   
 0.0429     49.552E-06    182.06E-06    12.072E-06   
 0.04291    49.164E-06    181.88E-06    12.205E-06   
 0.04292    48.776E-06    181.7E-06     12.34E-06    
 0.04293    48.391E-06    181.53E-06    12.475E-06   
 0.04294    48.006E-06    181.35E-06    12.611E-06   
 0.04295    47.622E-06    181.17E-06    12.748E-06   
 0.04296    47.239E-06    180.98E-06    12.885E-06   
 0.04297    46.858E-06    180.8E-06     13.023E-06   
 0.04298    46.478E-06    180.62E-06    13.161E-06   
 0.04299    46.099E-06    180.43E-06    13.3E-06     
 0.043      45.721E-06    180.25E-06    13.44E-06    
 0.04301    45.344E-06    180.06E-06    13.581E-06   
 0.04302    44.968E-06    179.87E-06    13.722E-06   
 0.04303    44.594E-06    179.68E-06    13.864E-06   
 0.04304    44.22E-06     179.49E-06    14.006E-06   
 0.04305    43.848E-06    179.29E-06    14.149E-06   
 0.04306    43.477E-06    179.1E-06     14.293E-06   
 0.04307    43.107E-06    178.9E-06     14.438E-06   
 0.04308    42.739E-06    178.71E-06    14.583E-06   
 0.04309    42.371E-06    178.51E-06    14.728E-06   
 0.0431     42.005E-06    178.31E-06    14.875E-06   
 0.04311    41.64E-06     178.11E-06    15.022E-06   
 0.04312    41.277E-06    177.91E-06    15.169E-06   
 0.04313    40.914E-06    177.7E-06     15.318E-06   
 0.04314    40.553E-06    177.5E-06     15.467E-06   
 0.04315    40.193E-06    177.29E-06    15.616E-06   
 0.04316    39.834E-06    177.09E-06    15.766E-06   
 0.04317    39.477E-06    176.88E-06    15.917E-06   
 0.04318    39.12E-06     176.67E-06    16.069E-06   
 0.04319    38.765E-06    176.46E-06    16.221E-06   
 0.0432     38.412E-06    176.25E-06    16.373E-06   
 0.04321    38.059E-06    176.03E-06    16.527E-06   
 0.04322    37.708E-06    175.82E-06    16.681E-06   
 0.04323    37.359E-06    175.6E-06     16.835E-06   
 0.04324    37.01E-06     175.39E-06    16.99E-06    
 0.04325    36.663E-06    175.17E-06    17.146E-06   
 0.04326    36.317E-06    174.95E-06    17.302E-06   
 0.04327    35.972E-06    174.73E-06    17.459E-06   
 0.04328    35.629E-06    174.51E-06    17.617E-06   
 0.04329    35.287E-06    174.29E-06    17.775E-06   
 0.0433     34.947E-06    174.06E-06    17.934E-06   
 0.04331    34.607E-06    173.84E-06    18.094E-06   
 0.04332    34.269E-06    173.61E-06    18.254E-06   
 0.04333    33.933E-06    173.39E-06    18.414E-06   
 0.04334    33.598E-06    173.16E-06    18.575E-06   
 0.04335    33.264E-06    172.93E-06    18.737E-06   
 0.04336    32.931E-06    172.7E-06     18.9E-06     
 0.04337    32.6E-06      172.46E-06    19.063E-06   
 0.04338    32.271E-06    172.23E-06    19.226E-06   
 0.04339    31.942E-06    172.E-06      19.391E-06   
 0.0434     31.616E-06    171.76E-06    19.555E-06   
 0.04341    31.29E-06     171.53E-06    19.721E-06   
 0.04342    30.966E-06    171.29E-06    19.887E-06   
 0.04343    30.643E-06    171.05E-06    20.053E-06   
 0.04344    30.322E-06    170.81E-06    20.22E-06    
 0.04345    30.002E-06    170.57E-06    20.388E-06   
 0.04346    29.684E-06    170.33E-06    20.556E-06   
 0.04347    29.367E-06    170.08E-06    20.725E-06   
 0.04348    29.051E-06    169.84E-06    20.894E-06   
 0.04349    28.737E-06    169.59E-06    21.064E-06   
 0.0435     28.424E-06    169.35E-06    21.235E-06   
 0.04351    28.113E-06    169.1E-06     21.406E-06   
 0.04352    27.803E-06    168.85E-06    21.578E-06   
 0.04353    27.495E-06    168.6E-06     21.75E-06    
 0.04354    27.188E-06    168.35E-06    21.923E-06   
 0.04355    26.883E-06    168.1E-06     22.096E-06   
 0.04356    26.579E-06    167.84E-06    22.27E-06    
 0.04357    26.277E-06    167.59E-06    22.444E-06   
 0.04358    25.976E-06    167.33E-06    22.619E-06   
 0.04359    25.676E-06    167.08E-06    22.795E-06   
 0.0436     25.379E-06    166.82E-06    22.971E-06   
 0.04361    25.082E-06    166.56E-06    23.147E-06   
 0.04362    24.787E-06    166.3E-06     23.324E-06   
 0.04363    24.494E-06    166.04E-06    23.502E-06   
 0.04364    24.202E-06    165.78E-06    23.68E-06    
 0.04365    23.912E-06    165.51E-06    23.859E-06   
 0.04366    23.623E-06    165.25E-06    24.038E-06   
 0.04367    23.336E-06    164.98E-06    24.218E-06   
 0.04368    23.05E-06     164.72E-06    24.398E-06   
 0.04369    22.766E-06    164.45E-06    24.579E-06   
 0.0437     22.484E-06    164.18E-06    24.761E-06   
 0.04371    22.202E-06    163.91E-06    24.942E-06   
 0.04372    21.923E-06    163.64E-06    25.125E-06   
 0.04373    21.645E-06    163.37E-06    25.308E-06   
 0.04374    21.369E-06    163.1E-06     25.491E-06   
 0.04375    21.094E-06    162.82E-06    25.675E-06   
 0.04376    20.821E-06    162.55E-06    25.859E-06   
 0.04377    20.549E-06    162.27E-06    26.044E-06   
 0.04378    20.279E-06    162.E-06      26.23E-06    
 0.04379    20.011E-06    161.72E-06    26.416E-06   
 0.0438     19.744E-06    161.44E-06    26.602E-06   
 0.04381    19.479E-06    161.16E-06    26.789E-06   
 0.04382    19.216E-06    160.88E-06    26.976E-06   
 0.04383    18.954E-06    160.6E-06     27.164E-06   
 0.04384    18.693E-06    160.32E-06    27.353E-06   
 0.04385    18.435E-06    160.03E-06    27.542E-06   
 0.04386    18.178E-06    159.75E-06    27.731E-06   
 0.04387    17.922E-06    159.46E-06    27.921E-06   
 0.04388    17.669E-06    159.18E-06    28.111E-06   
 0.04389    17.416E-06    158.89E-06    28.302E-06   
 0.0439     17.166E-06    158.6E-06     28.493E-06   
 0.04391    16.917E-06    158.31E-06    28.685E-06   
 0.04392    16.67E-06     158.02E-06    28.877E-06   
 0.04393    16.424E-06    157.73E-06    29.07E-06    
 0.04394    16.181E-06    157.44E-06    29.263E-06   
 0.04395    15.938E-06    157.14E-06    29.456E-06   
 0.04396    15.698E-06    156.85E-06    29.65E-06    
 0.04397    15.459E-06    156.55E-06    29.845E-06   
 0.04398    15.222E-06    156.26E-06    30.04E-06    
 0.04399    14.987E-06    155.96E-06    30.235E-06   
